31.12.2001 18:00:00 ; Перенос ; Для ввода стартовых остатков ; Мой кошелек ; 328 ; USD ; 0 ; USD ;   ; 
01.03.2015 18:07:00 ; Расход ; Мой кошелек ;  ; 71000 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; мед 1,3 кг
01.03.2015 18:08:00 ; Расход ; Мой кошелек ;  ; 30000 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; приправы 3*50 г
01.03.2015 18:09:00 ; Расход ; Мой кошелек ;  ; 34000 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; чай
01.03.2015 18:10:00 ; Расход ; Мой кошелек ;  ; 34500 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; сыр
01.03.2015 18:11:00 ; Расход ; Мой кошелек ;  ; 34500 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; яйца 3 дес
01.03.2015 18:12:00 ; Расход ; Мой кошелек ;  ; 93000 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; сахар
01.03.2015 18:13:00 ; Расход ; Мой кошелек ;  ; 11000 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; роллтон *5
01.03.2015 18:14:00 ; Расход ; Мой кошелек ;  ; 103100 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; колбаса
01.03.2015 18:15:00 ; Расход ; Мой кошелек ;  ; 201500 ; BYR ; 0 ; USD ; Рынки | Мясо ; куриные запчасти, колбаски
01.03.2015 18:16:00 ; Расход ; Мой кошелек ;  ; 306400 ; BYR ; 0 ; USD ; Рынки | Мясо ; крестец по 80 за кг
02.03.2015 9:00:00 ; Доход ; АСБ Гарант 90 дней 23/12/2014 - 23/03/2015 10% ;  ; 4625000 ; BYR ; 0 ; USD ; АСБ | Проценты по депозитам ; 
02.03.2015 9:01:00 ; Доход ; АСБ Гарант 90 дней 29/12/2014 - 29/03/2015 10% ;  ; 441700 ; BYR ; 0 ; USD ; АСБ | Проценты по депозитам ; 
02.03.2015 9:02:00 ; Доход ; АСБ Гарант 90 дней 5/01/2015 - 5/04/2015 10% ;  ; 283350 ; BYR ; 0 ; USD ; АСБ | Проценты по депозитам ; 
02.03.2015 9:03:00 ; Перенос ; АСБ Гарант 90 дней 23/12/2014 - 23/03/2015 10% ; Мой кошелек ; 4625000 ; BYR ; 0 ; USD ;   ; 
02.03.2015 9:04:00 ; Перенос ; АСБ Гарант 90 дней 29/12/2014 - 29/03/2015 10% ; Мой кошелек ; 441700 ; BYR ; 0 ; USD ;   ; 
02.03.2015 9:05:00 ; Перенос ; АСБ Гарант 90 дней 5/01/2015 - 5/04/2015 10% ; Мой кошелек ; 283350 ; BYR ; 0 ; USD ;   ; 
02.03.2015 9:06:00 ; Перенос ; Мой кошелек ; БИБ Сберка Моцная ; 4000000 ; BYR ; 0 ; USD ;   ; 
02.03.2015 9:07:00 ; Расход ; Мой кошелек ;  ; 60000 ; BYR ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
02.03.2015 9:08:00 ; Расход ; Юлин кошелек ;  ; 18400 ; BYR ; 0 ; USD ; Белмаркет | Продукты в целом ; 
03.03.2015 9:00:00 ; Расход ; БИБ Сберка Моцная ;  ; 27400 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
03.03.2015 9:01:00 ; Расход ; Юлин кошелек ;  ; 115700 ; BYR ; 0 ; USD ; Простор | Одежда ; трусы жен *4
03.03.2015 9:02:00 ; Расход ; Юлин кошелек ;  ; 109300 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
04.03.2015 8:59:00 ; Перенос ; АПБ ЛР2.0 371-740 дней 26/02/2014 - 4/03/2015 5,5% ; Мой кошелек ; 5 ; USD ; 0 ; USD ;   ; 
04.03.2015 9:00:00 ; Доход ; Мой кошелек ;  ; 4750 ; BYR ; 0 ; USD ; АПБ | Проценты по депозитам ; 32 цента процентов выдали сразу рублями
04.03.2015 9:01:00 ; Перенос ; Мой кошелек ; АПБ ЛР2.0 371-740 дней 4/03/2015 - 9/03/2016 ; 1 ; USD ; 0 ; USD ;   ; 
04.03.2015 9:02:00 ; Перенос ; Мой кошелек ; АПБ ЛР2.0 371-740 дней 4/03/2015 - 31/03/2016 ; 1 ; USD ; 0 ; USD ;   ; 
04.03.2015 9:03:00 ; Перенос ; Мой кошелек ; АПБ ЛР2.0 371-740 дней 4/03/2015 - 22/04/2016 ; 1 ; USD ; 0 ; USD ;   ; 
04.03.2015 9:04:00 ; Перенос ; Мой кошелек ; АПБ ЛР2.0 371-740 дней 4/03/2015 - 22/04/2016 ; 1 ; USD ; 0 ; USD ;   ; 
04.03.2015 9:05:00 ; Перенос ; Мой кошелек ; АПБ ЛР2.0 741-2000 дней 4/03/2015 - 14/03/2017 ; 1 ; USD ; 0 ; USD ;   ; 
04.03.2015 9:06:00 ; Расход ; БГПБ Сберегательная ;  ; 60000 ; BYR ; 0 ; USD ; Аптеки | Лекарства ; 
04.03.2015 9:07:00 ; Расход ; БИБ Сберка Моцная ;  ; 143200 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
04.03.2015 9:08:00 ; Расход ; БИБ Сберка Моцная ;  ; 2592000 ; BYR ; 0 ; USD ; Стримлайн | Курсы английского ; 
04.03.2015 9:09:00 ; Расход ; Мой кошелек ;  ; 2250000 ; BYR ; 0 ; USD ; Прочие услугодатели | Лечение ; аванс за 3 коронки
04.03.2015 9:10:00 ; Расход ; Юлин кошелек ;  ; 96500 ; BYR ; 0 ; USD ; Белмаркет | Продукты в целом ; 
04.03.2015 9:11:00 ; Расход ; Юлин кошелек ;  ; 61450 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; быт хим
05.03.2015 9:00:00 ; Доход ; БИБ Зарплатная GOLD ;  ; 7607500 ; BYR ; 0 ; USD ; ИИТ | Моя з/пл официальная ; 
05.03.2015 9:01:00 ; Перенос ; БИБ Зарплатная GOLD ; БИБ Сберка Моцная ; 7607500 ; BYR ; 0 ; USD ;   ; 
05.03.2015 9:02:00 ; Доход ; Шкаф ;  ; 700 ; USD ; 0 ; USD ; ИИТ | Моя з/пл конверт ; 
05.03.2015 9:03:00 ; Расход ; Юлин кошелек ;  ; 111750 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
06.03.2015 9:00:00 ; Расход ; Юлин кошелек ;  ; 25450 ; BYR ; 0 ; USD ; Белмаркет | Прочие расходы ; зубн паста
06.03.2015 9:01:00 ; Расход ; Юлин кошелек ;  ; 6950 ; BYR ; 0 ; USD ; Белмаркет | Прочие расходы ; карандаши
06.03.2015 9:02:00 ; Расход ; Юлин кошелек ;  ; 78800 ; BYR ; 0 ; USD ; Белмаркет | Продукты в целом ; 
06.03.2015 9:03:00 ; Расход ; Мой кошелек ;  ; 67650 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
07.03.2015 9:00:00 ; Расход ; БИБ Сберка Моцная ;  ; 15000 ; BYR ; 0 ; USD ; Простор | Прочие расходы ; тетради
07.03.2015 9:01:00 ; Расход ; БИБ Сберка Моцная ;  ; 17100 ; BYR ; 0 ; USD ; Простор | Прочие расходы ; гель д душа
07.03.2015 9:02:00 ; Расход ; БИБ Сберка Моцная ;  ; 708400 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
07.03.2015 9:03:00 ; Расход ; БИБ Сберка Моцная ;  ; 50000 ; BYR ; 0 ; USD ; Велком | Прочие расходы ; юля
08.03.2015 9:00:00 ; Расход ; Мой кошелек ;  ; 156600 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
08.03.2015 9:01:00 ; Расход ; Мой кошелек ;  ; 70000 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; ветка мимозы
09.03.2015 9:00:00 ; Расход ; Мой кошелек ;  ; 116650 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
09.03.2015 9:01:00 ; Расход ; Мой кошелек ;  ; 40000 ; BYR ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
09.03.2015 9:02:00 ; Расход ; Юлин кошелек ;  ; 20000 ; BYR ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
09.03.2015 9:03:00 ; Расход ; Юлин кошелек ;  ; 20000 ; BYR ; 0 ; USD ; 192-я гимназия | Прочие расходы ; 
10.03.2015 9:00:00 ; Расход ; Юлин кошелек ;  ; 67850 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
10.03.2015 9:01:00 ; Расход ; Юлин кошелек ;  ; 16300 ; BYR ; 0 ; USD ; Прочие магазины | Сельское хозяйство ; семена *6 пакетиков
10.03.2015 9:02:00 ; Перенос ; Мой кошелек ; БНБ Рублю2 10/03/2015 - 10/06/2015 45% ; 500000 ; BYR ; 0 ; USD ;   ; 
11.03.2015 9:00:00 ; Расход ; Юлин кошелек ;  ; 66000 ; BYR ; 0 ; USD ; Аптеки | Лекарства ; 
11.03.2015 9:01:00 ; Расход ; Юлин кошелек ;  ; 5350 ; BYR ; 0 ; USD ; Белмаркет | Прочие расходы ; салфетки
11.03.2015 9:02:00 ; Расход ; Юлин кошелек ;  ; 48450 ; BYR ; 0 ; USD ; Белмаркет | Продукты в целом ; 
11.03.2015 9:03:00 ; Расход ; БИБ Сберка Моцная ;  ; 59350 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
11.03.2015 9:04:00 ; Расход ; БИБ Сберка Моцная ;  ; 33800 ; BYR ; 0 ; USD ; Аптеки | Лекарства ; 
12.03.2015 9:00:00 ; Перенос ; БИБ Сберка Моцная ; Мой кошелек ; 4000000 ; BYR ; 0 ; USD ;   ; 
12.03.2015 9:01:00 ; Перенос ; Мой кошелек ; БГПБ На 35 дней  12/03/2015 - 16/04/2015 50% ; 1000000 ; BYR ; 0 ; USD ;   ; 
12.03.2015 9:02:00 ; Перенос ; Мой кошелек ; БГПБ 2х2 12/03/2015 - 12/05/2015 48% ; 10000 ; BYR ; 0 ; USD ;   ; 
12.03.2015 9:03:00 ; Перенос ; Мой кошелек ; БГПБ Годовой 12/03/2015 - 12/03/2016 50% ; 10000 ; BYR ; 0 ; USD ;   ; 
12.03.2015 9:04:00 ; Расход ; Мой кошелек ;  ; 2250000 ; BYR ; 0 ; USD ; Прочие услугодатели | Лечение ; вторая часть за зубы
12.03.2015 9:05:00 ; Расход ; Юлин кошелек ;  ; 224500 ; BYR ; 0 ; USD ; Прочие магазины | Сельское хозяйство ; 
12.03.2015 9:06:00 ; Расход ; Юлин кошелек ;  ; 127050 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
12.03.2015 9:07:00 ; Расход ; БИБ Сберка Моцная ;  ; 25000 ; BYR ; 0 ; USD ; Велком | Прочие расходы ; борис
12.03.2015 9:08:00 ; Расход ; БИБ Сберка Моцная ;  ; 25000 ; BYR ; 0 ; USD ; Велком | Прочие расходы ; глеб
13.03.2015 9:00:00 ; Расход ; Мой кошелек ;  ; 369000 ; BYR ; 0 ; USD ; АЗС | Авто топливо ; Дт 30 л
13.03.2015 9:01:00 ; Расход ; Мой кошелек ;  ; 90050 ; BYR ; 0 ; USD ; АСБ Кредит ЖСК | Погашение кредита ЖСК ; 
13.03.2015 9:02:00 ; Расход ; БИБ Сберка Моцная ;  ; 50700 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
13.03.2015 9:03:00 ; Расход ; БИБ Сберка Моцная ;  ; 384650 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
14.03.2015 18:04:00 ; Расход ; Юлин кошелек ;  ; 10500 ; BYR ; 0 ; USD ; Белмаркет | Продукты в целом ; 
14.03.2015 18:05:00 ; Расход ; БГПБ расчетная USD ;  ; 1.640 ; USD ; 0 ; USD ; БГПБ | Прочие расходы ; за второй год
15.03.2015 18:00:00 ; Перенос ; БИБ Сберка Моцная ; Мой кошелек ; 3000000 ; BYR ; 0 ; USD ;   ; 
15.03.2015 18:01:00 ; Расход ; Мой кошелек ;  ; 269350 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
15.03.2015 18:02:00 ; Расход ; Мой кошелек ;  ; 350000 ; BYR ; 0 ; USD ; Рынки | Одежда ; джинсы мне
15.03.2015 18:03:00 ; Расход ; Мой кошелек ;  ; 350000 ; BYR ; 0 ; USD ; Рынки | Одежда ; джинсы юля
15.03.2015 18:04:00 ; Расход ; Мой кошелек ;  ; 60000 ; BYR ; 0 ; USD ; Рынки | Прочие расходы ; цветы искуств
15.03.2015 18:05:00 ; Расход ; Мой кошелек ;  ; 120000 ; BYR ; 0 ; USD ; Рынки | Прочие расходы ; шинковка
15.03.2015 18:06:00 ; Расход ; Мой кошелек ;  ; 67200 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; сыр
15.03.2015 18:07:00 ; Расход ; Мой кошелек ;  ; 33000 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; яйца 3 дес
15.03.2015 18:08:00 ; Расход ; Мой кошелек ;  ; 2500 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; приправа
15.03.2015 18:09:00 ; Расход ; Мой кошелек ;  ; 20000 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; мука
16.03.2015 8:59:00 ; Перенос ; БИБ Сберка Моцная ; Мой кошелек ; 3000000 ; BYR ; 0 ; USD ;   ; 
16.03.2015 9:00:00 ; Расход ; Мой кошелек ;  ; 4000000 ; BYR ; 0 ; USD ; Интернетмагазины | Строительство гаража ; аванс за пиломатериалы на гараж
16.03.2015 9:01:00 ; Расход ; Юлин кошелек ;  ; 7950 ; BYR ; 0 ; USD ; Белмаркет | Прочие расходы ; резинки д волос
16.03.2015 9:02:00 ; Расход ; Юлин кошелек ;  ; 13750 ; BYR ; 0 ; USD ; Белмаркет | Продукты в целом ; 
16.03.2015 9:03:00 ; Расход ; Юлин кошелек ;  ; 20000 ; BYR ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
16.03.2015 9:04:00 ; Расход ; Мой кошелек ;  ; 40000 ; BYR ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
17.03.2015 9:00:00 ; Доход ; ВТБ Лови момент 17/09/2014 - 18/09/2016 6% 6К ;  ; 28 ; USD ; 0 ; USD ; ВТБ | Проценты по депозитам ; 
17.03.2015 9:01:00 ; Доход ; Мой кошелек ;  ; 6000 ; BYR ; 0 ; USD ; ВТБ | Проценты по депозитам ; 
17.03.2015 9:02:00 ; Доход ; ВТБ Лови момент 17/09/2014 - 18/09/2016 6% 10К ;  ; 46 ; USD ; 0 ; USD ; ВТБ | Проценты по депозитам ; 
17.03.2015 9:04:00 ; Доход ; Мой кошелек ;  ; 9900 ; BYR ; 0 ; USD ; ВТБ | Проценты по депозитам ; 
17.03.2015 9:05:00 ; Доход ; ВТБ Лови момент 17/09/2014 - 18/09/2016 6% 14К ;  ; 64 ; USD ; 0 ; USD ; ВТБ | Проценты по депозитам ; 
17.03.2015 9:06:00 ; Доход ; Мой кошелек ;  ; 6300 ; BYR ; 0 ; USD ; ВТБ | Проценты по депозитам ; 
17.03.2015 9:07:00 ; Перенос ; ВТБ Лови момент 17/09/2014 - 18/09/2016 6% 6К ; Мой кошелек ; 6028 ; USD ; 0 ; USD ;   ; 
17.03.2015 9:08:00 ; Перенос ; ВТБ Лови момент 17/09/2014 - 18/09/2016 6% 10К ; Мой кошелек ; 10046 ; USD ; 0 ; USD ;   ; 
17.03.2015 9:09:00 ; Перенос ; ВТБ Лови момент 17/09/2014 - 18/09/2016 6% 14К ; Мой кошелек ; 14064 ; USD ; 0 ; USD ;   ; 
17.03.2015 9:10:00 ; Доход ; ВТБ Скарбонка4 11/11/2014 - 11/12/2015 29% ;  ; 40900 ; BYR ; 0 ; USD ; ВТБ | Проценты по депозитам ; 
17.03.2015 9:11:00 ; Перенос ; ВТБ Скарбонка4 11/11/2014 - 11/12/2015 29% ; Мой кошелек ; 240900 ; BYR ; 0 ; USD ;   ; 
17.03.2015 9:12:00 ; Перенос ; Мой кошелек ; ММБ Чародей+ 17/03/2015 - 17/12/2015 6,5% ; 1000 ; USD ; 0 ; USD ;   ; 
17.03.2015 9:13:00 ; Обмен ; Мой кошелек ; Мой кошелек ; 29000 ; USD ; 435870000 ; BYR ; ММБ (Москва-Минск) ; 
17.03.2015 9:14:00 ; Перенос ; Мой кошелек ; БГПБ На 35 дней  12/03/2015 - 16/04/2015 50% ; 424000000 ; BYR ; 0 ; USD ;   ; 
17.03.2015 9:15:00 ; Перенос ; Мой кошелек ; БГПБ На 35 дней  17/03/2015 - 21/04/2015 50% ; 1000000 ; BYR ; 0 ; USD ;   ; 
17.03.2015 9:16:00 ; Перенос ; Мой кошелек ; БГПБ 2х2 17/03/2015 - 17/05/2015 48% ; 10000 ; BYR ; 0 ; USD ;   ; 
17.03.2015 9:17:00 ; Перенос ; Мой кошелек ; БИБ Сберка Моцная ; 10000000 ; BYR ; 0 ; USD ;   ; 
17.03.2015 9:18:00 ; Расход ; БИБ Сберка Моцная ;  ; 406262 ; BYR ; 0 ; USD ; ЖЭС | По жировке ; 
17.03.2015 9:19:00 ; Расход ; БИБ Сберка Моцная ;  ; 120000 ; BYR ; 0 ; USD ; Белтелеком | Интернет ; 
17.03.2015 9:20:00 ; Расход ; БИБ Сберка Моцная ;  ; 45550 ; BYR ; 0 ; USD ; Белтелеком | Дом телефон ; 
17.03.2015 9:21:00 ; Расход ; БИБ Сберка Моцная ;  ; 188500 ; BYR ; 0 ; USD ; Энергосбыт | Электричество ; 200 кВт по 942,5
